,locality,type,subtype,price,sale_type,rooms,living_area,equipped_kitchen,furnished,fire,terrace,terrace_area,garden,garden_area,plot_surface,facades,pool,state
325,1400,2,APARTMENT,260000,1,1,69,1,,0,1,13,,,,2,,AS_NEW
326,2800,2,APARTMENT,175000,1,1,50,,0,0,,,,,,3,0,
327,3500,2,APARTMENT,800,2,2,92,0,,0,,,,,,,,GOOD
328,2100,2,APARTMENT,189000,1,2,77,0,,0,,,,,,2,,GOOD
329,1000,2,FLAT_STUDIO,199000,1,0,39,0,,0,,,,,,2,1,GOOD
330,6180,2,DUPLEX,850,2,2,100,0,0,0,1,60,,,,2,0,GOOD
331,2470,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
332,2550,1,HOUSE,335000,1,3,150,0,,0,1,43,1,480,721,2,,TO_RENOVATE
333,2140,2,DUPLEX,310000,1,3,101,,,0,,,,,,,,GOOD
334,1040,2,APARTMENT,1900,2,2,97,1,1,0,1,4,,,,2,,JUST_RENOVATED
335,4900,1,MIXED_USE_BUILDING,199500,1,2,66,,,0,,,,,69,2,,TO_BE_DONE_UP
336,2500,2,APARTMENT,850,2,2,100,0,,0,1,5,,,,2,,GOOD
337,2400,1,VILLA,890000,1,6,498,,,0,,,,,2387,4,,GOOD
338,9000,2,APARTMENT,385000,1,1,86,1,,0,,,1,15,,2,,JUST_RENOVATED
339,3300,1,HOUSE,1400,2,4,450,0,0,0,1,70,1,800,1245,4,0,AS_NEW
340,5100,1,HOUSE,259000,1,4,120,0,,0,1,32,1,150,243,2,,GOOD
341,4032,1,HOUSE,85000,1,2,95,0,0,0,,,,,0,,0,TO_RENOVATE
342,2547,1,HOUSE,599000,1,2,175,0,,0,1,,1,270,622,4,1,TO_RENOVATE
343,5550,2,APARTMENT,695,2,2,105,1,,0,,,,,,4,,GOOD
344,1480,2,APARTMENT,795,2,1,66,1,,0,1,10,,,,,0,AS_NEW
345,7170,2,APARTMENT,625,2,3,,0,,0,,,,,,2,,GOOD
346,2960,1,HOUSE,249000,1,3,122,0,,0,,,,,529,3,,TO_RENOVATE
347,1080,2,APARTMENT,1190,2,1,32,1,1,0,1,,1,1000,,2,0,GOOD
348,2220,1,HOUSE,1325,2,3,162,1,0,0,1,,,,0,3,0,JUST_RENOVATED
349,1150,2,APARTMENT,2300,2,4,218,1,0,0,1,12,,,,2,0,AS_NEW
350,4000,2,DUPLEX,1250,2,3,120,0,,0,1,20,,,,,,AS_NEW
351,1200,2,APARTMENT,1700,2,2,98,1,1,0,1,16,,,,2,0,AS_NEW
352,8300,2,APARTMENT,1450,2,3,125,0,,0,1,4,,,,2,,GOOD
353,9900,2,APARTMENT,850,2,2,,,,0,1,,,,,,,
354,9240,1,HOUSE,249000,1,4,290,0,,0,1,,,,410,3,,GOOD
355,3120,1,BUNGALOW,1220,2,3,123,,0,0,,,,,0,4,,AS_NEW
356,2620,1,HOUSE,474000,1,5,280,0,0,0,1,,,,307,2,,
357,1050,2,APARTMENT,1650,2,2,88,1,1,0,1,6,,,,,0,AS_NEW
358,2940,1,TOWN_HOUSE,1100,2,3,160,0,0,0,,,,,160,3,0,AS_NEW
359,1180,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
360,1170,2,APARTMENT,330000,1,2,100,0,0,0,1,15,,,,2,0,TO_RENOVATE
361,9700,1,MANSION,1100000,1,6,421,,,0,1,,,,2857,4,,AS_NEW
362,8200,2,APARTMENT,875,2,2,60,,0,0,1,,,,,,,GOOD
363,1120,2,APARTMENT,199000,1,1,45,0,0,0,1,3,,,,2,,GOOD
364,1090,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
365,4500,2,APARTMENT,800,2,2,98,,,0,1,8,,,,3,,
366,5000,2,APARTMENT,850,2,2,88,,0,0,,,,,,,,GOOD
367,5540,1,HOUSE,99000,1,7,372,0,,0,1,,,,410,2,,TO_RENOVATE
368,2980,2,APARTMENT,750,2,2,123,,,0,1,,,,,3,,
369,7812,1,HOUSE,325000,1,3,368,0,,0,1,,,,490,,,GOOD
370,1301,1,HOUSE,515000,1,3,216,0,0,1,1,67,1,1100,1550,4,0,TO_BE_DONE_UP
371,8791,1,HOUSE,295000,1,3,320,0,,0,1,80,,,818,2,,GOOD
372,1082,1,MIXED_USE_BUILDING,520000,1,4,240,0,,0,,,,,0,2,,GOOD
373,5530,2,APARTMENT,295000,1,2,86,0,,0,1,4,,,,,,GOOD
374,1180,2,FLAT_STUDIO,800,2,0,32,0,0,0,1,7,1,25,,2,1,AS_NEW
375,1000,2,APARTMENT,395000,1,2,82,0,0,0,1,15,,,,2,0,GOOD
376,6140,2,APARTMENT,985,2,2,110,1,,0,1,25,,,,4,0,AS_NEW
377,1150,2,SERVICE_FLAT,365000,1,2,95,1,0,0,1,18,,,,2,0,JUST_RENOVATED
378,1090,2,APARTMENT,198000,1,2,88,0,,0,1,,,,,2,0,GOOD
379,3010,1,HOUSE,1050,2,2,95,1,0,0,1,25,,,0,2,,GOOD
380,1040,2,APARTMENT,950,2,1,50,0,1,0,,,,,,2,0,AS_NEW
381,1180,2,APARTMENT,1200,2,2,85,1,0,0,1,,,,,2,,JUST_RENOVATED
382,1380,1,HOUSE,425000,1,3,200,0,,0,1,50,1,1100,1246,4,0,GOOD
383,8680,2,APARTMENT,278106,1,2,92,0,,0,1,9,,,,,,GOOD
384,1080,2,FLAT_STUDIO,830,2,0,51,,,0,,,,,,,,GOOD
385,2100,2,GROUND_FLOOR,800,2,1,,,,0,,,,,,,,JUST_RENOVATED
386,,,,,,,,,,,,,,,,,,
387,4860,1,TOWN_HOUSE,249000,1,3,156,0,0,0,1,,1,20,219,2,0,AS_NEW
388,9700,1,HOUSE,449000,1,3,,0,,0,1,1,1,1,396,3,0,
389,2018,2,FLAT_STUDIO,800,2,0,63,0,,0,,,,,,2,,
390,7387,1,HOUSE,245000,1,5,210,0,0,0,1,,,,2715,4,0,
391,8400,2,APARTMENT,255000,1,3,122,0,,0,1,4,,,,,,GOOD
392,2221,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
393,1000,2,APARTMENT,350000,1,2,92,1,0,0,1,24,,,,3,0,GOOD
394,9550,1,HOUSE,379000,1,4,212,,0,0,1,,,,280,3,0,
395,8430,2,APARTMENT,175000,1,1,41,0,1,0,1,3,,,,3,0,AS_NEW
396,8310,1,HOUSE,549500,1,3,178,1,,0,1,,,,238,2,,AS_NEW
397,1020,2,DUPLEX,1400,2,2,116,1,0,0,1,5,,,,2,0,GOOD
398,8620,2,APARTMENT,449000,1,4,162,0,,0,1,13,,,,,,GOOD
399,8000,1,HOUSE,279000,1,3,,,,0,1,,,,0,,,
400,1030,2,APARTMENT,1600,2,2,97,1,1,0,1,28,,,,,0,GOOD
401,1050,2,APARTMENT,3500,2,4,200,1,0,0,1,3,1,230,,2,1,GOOD
402,9051,2,APARTMENT,1372000,1,2,187,1,0,0,1,38,,,,4,0,GOOD
403,1180,1,HOUSE,2540,2,4,200,0,,0,1,25,1,70,160,2,0,JUST_RENOVATED
404,2610,1,HOUSE,295000,1,4,138,0,,0,,,1,45,115,2,,TO_RENOVATE
405,1000,1,MIXED_USE_BUILDING,795000,1,0,155,1,,0,1,,,,155,2,0,JUST_RENOVATED
406,4100,1,HOUSE,249000,1,4,154,0,0,0,1,11,1,60,294,3,0,GOOD
407,8500,2,APARTMENT,700,2,1,75,0,1,0,1,10,,,,2,,GOOD
408,2018,2,APARTMENT,367500,1,2,92,0,,0,1,2,,,,,,AS_NEW
409,1040,2,FLAT_STUDIO,195000,1,0,40,1,,0,,,,,,2,0,AS_NEW
410,1050,2,APARTMENT,1600,2,2,,,1,0,1,,,,,,,JUST_RENOVATED
411,2590,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
412,2800,2,APARTMENT,945,2,1,89,,,0,,,,,,2,,GOOD
413,9600,1,TOWN_HOUSE,359500,1,5,304,1,0,0,1,25,1,150,270,2,0,GOOD
414,3800,1,HOUSE,295000,1,0,160,,,0,,,,,155,,,
415,9800,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
416,1470,2,DUPLEX,1150,2,2,100,1,0,0,1,7,,,,,0,AS_NEW
417,1000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
418,6110,1,HOUSE,424000,1,3,169,1,0,0,1,20,1,1032,1103,3,0,GOOD
419,9600,2,APARTMENT,210000,1,1,91,0,,0,1,20,,,,2,,GOOD
420,9700,2,APARTMENT,1080,2,2,108,0,,0,1,,,,,4,,GOOD
421,1000,2,PENTHOUSE,3595,2,4,224,1,0,0,1,40,,,,3,0,AS_NEW
422,9400,2,APARTMENT,650,2,2,57,0,0,0,,,,,,3,,GOOD
423,1730,1,HOUSE,195000,1,3,120,0,0,0,1,10,1,10,100,3,,TO_RENOVATE
424,2020,2,APARTMENT,169900,1,2,89,0,0,0,1,2,,,,,0,GOOD
425,3001,1,HOUSE,525000,1,4,200,0,0,0,1,20,,,480,4,0,TO_RENOVATE
426,8790,1,HOUSE,900,2,1,160,,,0,,,,,439,3,,
427,2870,1,APARTMENT_BLOCK,795000,1,2,267,0,,0,,,,,205,,,
428,1030,2,APARTMENT,750,2,1,44,0,0,0,,,,,,2,0,JUST_RENOVATED
429,1030,2,DUPLEX,220000,1,2,101,0,0,0,,,,,,2,0,TO_RENOVATE
430,8370,2,APARTMENT,340000,1,2,,,,0,1,,,,,,,TO_BE_DONE_UP
431,8200,1,HOUSE,1050,2,2,144,,0,0,,,,,0,4,,
432,9450,2,APARTMENT,219000,1,2,100,1,0,0,1,5,,,,2,0,AS_NEW
433,9070,2,PENTHOUSE,585000,1,2,102,1,,0,1,29,,,,3,0,GOOD
434,7100,2,APARTMENT,115000,1,1,60,0,0,0,1,7,,,,3,0,GOOD
435,4000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
436,9280,1,HOUSE,379000,1,4,292,0,,0,1,80,,,0,4,,GOOD
437,8300,1,HOUSE,2195000,1,4,233,1,,0,,,,,883,4,,JUST_RENOVATED
438,6900,1,HOUSE,249000,1,5,171,0,0,0,1,,1,2185,2185,4,0,TO_BE_DONE_UP
439,9160,2,APARTMENT,770,2,2,,,0,0,1,,,,,,,AS_NEW
440,1070,2,FLAT_STUDIO,189000,1,0,48,0,0,0,1,5,,,,,0,AS_NEW
441,1130,1,HOUSE,479000,1,4,149,1,,0,,,1,46,0,2,0,
442,2600,2,APARTMENT,820,2,2,75,0,,0,,,,,,2,0,GOOD
443,1933,1,VILLA,2350,2,3,,1,0,0,1,,,,0,4,,JUST_RENOVATED
444,1652,2,APARTMENT,299000,1,2,106,,,0,,,,,,,,
445,1200,1,HOUSE,870000,1,5,300,0,0,0,1,15,1,105,225,2,0,TO_BE_DONE_UP
446,3850,1,HOUSE,365689,1,3,163,,,0,,,1,428,428,3,,GOOD
447,4140,1,HOUSE,1250,2,2,182,1,0,0,1,,1,1,910,2,,
448,1000,2,APARTMENT,1400,2,2,100,1,0,0,1,2,,,,2,0,AS_NEW
449,2640,2,APARTMENT,1400,2,3,122,0,,0,1,42,1,100,,,,GOOD
450,8300,1,HOUSE,1385000,1,4,190,1,,0,1,,,,126,2,0,AS_NEW
451,1200,1,HOUSE,589000,1,5,180,0,,0,,,,,0,2,0,TO_BE_DONE_UP
452,8530,2,APARTMENT,199000,1,1,72,0,,0,,,,,,2,,GOOD
453,1674,1,HOUSE,250000,1,3,312,0,0,0,1,,,,292,3,0,TO_RENOVATE
454,2300,2,GROUND_FLOOR,199000,1,1,62,0,,0,1,11,1,52,,2,,JUST_RENOVATED
455,1040,2,APARTMENT,2600,2,4,220,1,0,0,1,,,,,2,0,GOOD
456,1400,1,HOUSE,310000,1,3,109,1,,0,1,20,,,249,3,,GOOD
457,1170,2,PENTHOUSE,1400,2,3,92,0,0,0,1,29,,,,2,0,AS_NEW
458,2310,1,HOUSE,1800,2,6,,,0,0,,,,,0,4,,GOOD
459,1000,2,DUPLEX,2750,2,3,230,1,0,0,,,,,,2,0,JUST_RENOVATED
460,1601,1,HOUSE,460000,1,4,175,0,0,0,,,1,150,370,2,0,GOOD
461,1000,2,APARTMENT,1300,2,2,106,1,0,0,1,,,,,4,0,AS_NEW
462,1860,1,HOUSE,475000,1,3,107,,,0,,,1,604,0,4,,
463,5000,2,APARTMENT,975,2,2,98,,,0,,,,,,,,GOOD
464,1000,2,APARTMENT,2850,2,2,143,1,0,0,1,26,,,,,0,GOOD
465,9830,1,HOUSE,2700,2,3,300,,0,0,,,,,3000,4,,
466,1030,2,APARTMENT,1200,2,1,60,1,1,0,1,4,,,,2,0,JUST_RENOVATED
467,1180,2,APARTMENT,475000,1,2,85,0,,0,1,26,,,,2,,
468,4053,2,KOT,480,2,4,330,0,1,0,,,1,100,,3,0,JUST_RENOVATED
469,3550,2,APARTMENT,790,2,2,100,,0,0,1,,,,,,,AS_NEW
470,9620,1,HOUSE,570684,1,3,,,,0,,,,,876,,,AS_NEW
471,9270,1,HOUSE,1075,2,3,176,0,,0,1,,,,840,4,,
472,1180,2,GROUND_FLOOR,8500,2,3,338,0,1,1,1,63,,,,2,0,AS_NEW
473,8300,2,APARTMENT,2495000,1,4,144,1,0,0,1,,,,,2,0,AS_NEW
474,2800,1,HOUSE,285000,1,2,92,,0,0,,,,,47,2,,
475,1180,2,APARTMENT,3400,2,5,326,1,0,0,1,14,1,390,,2,0,AS_NEW
476,9920,1,HOUSE,375000,1,3,,,,0,,,,,535,,,GOOD
477,1150,1,HOUSE,2350,2,3,162,1,0,0,1,20,1,170,267,2,0,AS_NEW
478,1050,2,APARTMENT,1500,2,2,104,1,0,0,1,12,,,,3,0,JUST_RENOVATED
479,2800,1,HOUSE,795,2,2,104,0,0,0,,,,,0,2,,GOOD
480,1970,2,APARTMENT,275000,1,2,95,1,0,0,1,12,,,,3,0,GOOD
481,1930,2,APARTMENT,1250,2,1,69,1,0,0,1,6,,,,4,0,GOOD
482,9500,2,GROUND_FLOOR,285000,1,2,95,,,0,1,,,,,2,,AS_NEW
483,4000,2,APARTMENT,1500,2,2,92,0,0,0,1,14,,,,2,0,AS_NEW
484,2220,2,APARTMENT,820,2,2,76,0,,0,1,7,,,,2,,GOOD
485,6940,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
486,2830,2,APARTMENT,249000,1,1,84,0,,0,1,8,,,,4,,GOOD
487,1830,2,APARTMENT,1050,2,2,75,1,0,0,,,,,,2,0,AS_NEW
488,6900,1,HOUSE,1200,2,2,123,1,0,0,1,,,,0,4,,AS_NEW
489,7031,2,APARTMENT,650,2,1,80,0,0,0,,,,,,2,0,GOOD
490,8480,2,APARTMENT,550,2,1,60,0,,0,,,,,,3,0,AS_NEW
491,1150,2,APARTMENT,2500,2,3,127,1,1,0,1,22,,,,,,AS_NEW
492,7700,1,HOUSE,269000,1,4,202,1,0,0,1,20,1,100,0,,0,JUST_RENOVATED
493,2880,1,HOUSE,399000,1,3,151,0,,0,1,,,,854,4,,TO_RENOVATE
494,1040,2,APARTMENT,1600,2,1,87,0,1,0,1,50,,,,3,0,GOOD
495,2018,2,APARTMENT,850,2,1,60,0,0,0,,,,,,2,0,GOOD
496,9880,2,APARTMENT,875,2,2,92,,0,0,,,,,,,,GOOD
497,3080,2,APARTMENT,1390,2,2,91,0,0,0,1,10,,,,2,0,AS_NEW
498,1200,2,APARTMENT,1600,2,3,145,,,0,,,,,,,,
499,4690,1,HOUSE,319000,1,5,130,,,0,1,40,1,600,924,4,,TO_BE_DONE_UP
500,9600,1,VILLA,295000,1,3,215,0,,0,1,,,,811,4,,TO_BE_DONE_UP
501,2900,2,APARTMENT,299000,1,2,77,,,0,1,25,,,,2,0,AS_NEW
502,9600,2,GROUND_FLOOR,210500,1,2,80,1,0,0,1,11,,,,2,,GOOD
503,1180,2,APARTMENT,1455000,1,3,279,1,,0,1,,,,,3,0,AS_NEW
504,6280,1,HOUSE,179000,1,3,133,0,0,0,1,25,,,0,2,,
505,1020,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
506,1370,1,HOUSE,1450,2,3,100,0,,0,,,1,100,268,3,,
507,9630,1,HOUSE,1075000,1,5,626,,,0,1,,,,2461,4,1,GOOD
508,1480,2,APARTMENT,275000,1,3,130,0,,0,1,18,,,,2,0,GOOD
509,1180,2,APARTMENT,950,2,2,85,,,0,,,,,,2,,
510,8430,2,GROUND_FLOOR,950,2,2,85,0,,0,1,,,,,,,GOOD
511,1050,1,HOUSE,3700,2,6,230,1,0,0,1,,,,0,2,0,JUST_RENOVATED
512,9260,1,HOUSE,325000,1,3,244,1,,0,1,,,,411,3,,GOOD
513,3600,2,APARTMENT,215000,1,2,111,,0,0,1,,,,,,,
514,1020,2,APARTMENT,299000,1,3,120,1,,0,1,3,1,250,,3,0,GOOD
515,1000,2,TRIPLEX,2200,2,2,240,1,0,0,,,,,,,,AS_NEW
516,3650,2,APARTMENT,549000,1,3,1437,,,0,1,,,,,,,
517,2290,2,APARTMENT,680,2,2,65,0,,0,1,5,,,,,,GOOD
518,2500,2,APARTMENT,303324,1,2,91,0,,0,1,12,,,,2,,
519,2200,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
520,1140,2,APARTMENT,1300,2,1,60,1,1,0,1,6,,,,4,0,AS_NEW
521,9255,2,APARTMENT,970,2,2,86,,,0,,,,,,,,GOOD
522,1050,2,APARTMENT,1600,2,2,84,0,1,0,,,,,,3,0,AS_NEW
523,9000,2,APARTMENT,2800,2,5,344,0,,0,1,25,,,,,,GOOD
524,2000,2,APARTMENT,1050,2,1,121,,,0,,,,,,,,
525,4910,1,EXCEPTIONAL_PROPERTY,1150000,1,5,300,0,,0,1,,,,1111,4,,AS_NEW
526,9300,2,APARTMENT,160000,1,2,74,,,0,,,,,,2,,TO_BE_DONE_UP
527,1150,2,APARTMENT,2600,2,0,134,,1,0,,,,,,,0,
528,9320,2,APARTMENT,900,2,1,80,1,0,0,1,21,,,,,,AS_NEW
529,5000,2,APARTMENT,149000,1,1,46,0,,0,,,,,,,,GOOD
530,9000,1,MANSION,1100000,1,5,450,0,,0,1,,,,228,2,,TO_RESTORE
531,1082,2,APARTMENT,239000,1,2,88,0,0,0,1,8,,,,3,0,AS_NEW
532,8210,2,APARTMENT,850,2,2,80,0,0,0,1,8,,,,,,AS_NEW
533,1180,2,APARTMENT,2450,2,3,167,1,0,0,1,8,,,,2,0,GOOD
534,4121,1,VILLA,1250000,1,5,380,0,0,0,1,,1,2485,2485,4,1,AS_NEW
535,8420,2,APARTMENT,1295000,1,2,100,,,0,1,,,,,,1,GOOD
536,1410,1,HOUSE,375000,1,3,137,0,0,0,1,,,,488,3,0,
537,3130,1,HOUSE,619000,1,4,240,1,1,0,1,,,,904,4,1,AS_NEW
538,1040,2,APARTMENT,335000,1,2,85,0,0,0,1,8,,,,3,0,
539,5000,2,APARTMENT,960,2,1,77,,,0,1,14,,,,,,GOOD
540,9820,2,APARTMENT,284000,1,1,60,0,,0,1,,,,,4,,
541,2650,2,DUPLEX,1800,2,3,200,1,,1,,,,,,3,0,GOOD
542,8000,2,APARTMENT,1150,2,2,156,,1,0,,,,,,,,AS_NEW
543,3000,2,KOT,725,2,1,,,1,0,,,,,,2,,AS_NEW
544,1320,1,APARTMENT_BLOCK,295000,1,0,,,,0,,,,,1500,,,
545,4470,2,APARTMENT,289500,1,2,90,0,,0,1,17,,,,3,,GOOD
546,3840,2,GROUND_FLOOR,820,2,2,90,0,,0,1,12,,,,,,
547,9270,1,HOUSE,1075,2,3,143,0,,0,,,,,0,3,,GOOD
548,8650,2,APARTMENT,180000,1,1,74,0,,0,,,,,,,,GOOD
549,2000,2,APARTMENT,2100,2,2,110,1,,0,1,10,,,,,0,AS_NEW
550,1930,1,MANSION,1700,2,5,250,0,,0,,,,,1160,4,,
551,1050,2,DUPLEX,3750,2,3,227,1,1,0,1,50,,,,2,0,AS_NEW
552,2220,2,APARTMENT,860,2,2,106,,,0,1,,,,,,,
553,1150,2,DUPLEX,1450,2,1,80,0,1,0,,,,,,3,0,AS_NEW
554,9290,1,HOUSE,825000,1,4,215,0,,1,,,1,1400,1685,4,0,GOOD
555,3000,1,HOUSE,535000,1,3,205,0,,0,1,25,1,124,216,2,,TO_RENOVATE
556,1000,2,DUPLEX,1750,2,3,160,1,,0,,,,,,2,0,AS_NEW
557,1933,2,DUPLEX,1290,2,2,90,1,0,0,1,19,,,,2,,GOOD
558,1400,1,BUNGALOW,250000,1,2,80,0,0,0,1,18,1,622,768,4,0,GOOD
559,7340,1,HOUSE,145000,1,2,171,0,0,0,1,,1,79,150,2,,TO_BE_DONE_UP
560,9660,1,MIXED_USE_BUILDING,314900,1,4,170,0,,0,,,,,267,2,,GOOD
561,3000,1,HOUSE,2150,2,4,208,1,,0,,,1,50,0,2,0,AS_NEW
562,1000,2,APARTMENT,1325,2,1,75,,1,0,1,,,,,,,GOOD
563,1933,2,APARTMENT,1290,2,2,91,0,0,0,1,10,,,,2,0,AS_NEW
564,8580,1,HOUSE,159000,1,2,135,0,,0,,,,,85,,,GOOD
565,1000,2,LOFT,1500,2,2,70,,,0,,,,,,3,0,AS_NEW
566,2520,,HOUSE_GROUP,,1,,,,,0,,,,,,,,
567,1040,2,APARTMENT,345000,1,1,66,1,,0,1,4,,,,2,0,AS_NEW
568,1180,2,APARTMENT,1780,2,3,,,,0,1,15,,,,1,0,AS_NEW
569,1060,2,APARTMENT,1700,2,2,120,0,1,0,,,,,,2,,
570,1070,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
571,1770,2,APARTMENT,462000,1,3,142,1,,0,1,11,1,49,,4,,
572,3950,2,DUPLEX,950,2,3,90,1,,0,1,17,,,,2,,AS_NEW
573,1348,2,APARTMENT,2281,2,1,50,,,0,1,,,,,,,
574,2590,1,HOUSE,279000,1,2,103,0,,0,1,,,,311,2,,GOOD
575,4000,2,APARTMENT,1050,2,2,98,0,0,0,1,30,,,,2,0,GOOD
576,1050,1,HOUSE,3490000,1,5,550,1,0,0,1,,,,585,2,1,AS_NEW
577,9940,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
578,1030,2,DUPLEX,1850,2,3,120,0,,0,1,60,1,100,,2,0,JUST_RENOVATED
579,1190,2,APARTMENT,299000,1,2,71,0,,0,1,8,,,,2,0,GOOD
580,1050,1,HOUSE,2000,2,2,120,1,1,0,1,15,,,1,2,0,AS_NEW
581,3080,1,HOUSE,1790,2,3,150,1,0,0,1,27,,,800,4,0,AS_NEW
582,1348,2,LOFT,1250,2,1,61,0,1,0,1,6,,,,,0,AS_NEW
583,8880,2,APARTMENT,765,2,2,95,0,,0,,,,,,,,GOOD
584,1180,1,MANSION,2950,2,4,280,0,0,0,,,1,150,350,4,,GOOD
585,1000,2,FLAT_STUDIO,850,2,6,200,1,1,0,,,,,,2,,JUST_RENOVATED
586,1450,1,HOUSE,500000,1,3,117,1,,0,1,38,,,13,4,1,
587,8720,1,VILLA,1080000,1,4,300,0,,0,1,,,,16000,,,TO_RENOVATE
588,4000,2,APARTMENT,860,2,1,52,1,1,0,1,875,,,,1,0,AS_NEW
589,3080,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
590,1301,1,HOUSE,520000,1,4,192,1,0,0,1,20,1,255,255,3,0,AS_NEW
591,2861,2,APARTMENT,1035,2,3,135,,0,0,1,,,,,,0,AS_NEW
592,7900,2,APARTMENT,89000,1,1,43,0,,0,1,,,,,,,
593,9810,1,HOUSE,549000,1,3,180,,,0,1,,,,2972,4,,TO_RENOVATE
594,7500,2,FLAT_STUDIO,370,2,5,,0,,0,,,,,,2,,GOOD
595,2500,2,APARTMENT,925,2,2,85,0,,0,1,,,,,2,,GOOD
596,1150,2,APARTMENT,2750,2,4,225,1,,0,1,9,,,,,,GOOD
597,9620,1,MIXED_USE_BUILDING,350000,1,3,235,0,,0,,,,,181,2,,GOOD
598,9870,1,HOUSE,1250,2,2,194,0,0,0,1,,,,529,4,,AS_NEW
599,1040,2,APARTMENT,695,2,1,15,,1,0,1,15,,,,,,
600,7700,2,APARTMENT,600,2,2,60,0,,0,,,,,,,,JUST_RENOVATED
601,8552,1,HOUSE,245000,1,4,146,0,,0,,,1,331,331,,,GOOD
602,8490,1,VILLA,395000,1,4,191,,0,0,,,,,897,4,0,
603,9600,1,HOUSE,315000,1,2,182,1,1,0,1,15,1,350,480,3,0,AS_NEW
604,3090,2,APARTMENT,1000,2,1,93,,0,0,1,30,,,,3,0,
605,1030,2,APARTMENT,1400,2,2,121,0,,0,1,4,,,,2,,JUST_RENOVATED
606,1082,2,PENTHOUSE,649000,1,2,140,0,1,1,1,190,,,,3,0,GOOD
607,7090,2,APARTMENT,850,2,3,105,0,0,0,1,3,,,,2,0,GOOD
608,1950,1,HOUSE,595000,1,3,130,0,0,0,1,25,1,450,560,4,0,TO_RENOVATE
609,5100,2,APARTMENT,215000,1,2,100,0,0,0,1,2,,,,2,0,GOOD
610,2018,1,HOUSE,2000,2,5,170,,1,0,,,1,10,71,4,,AS_NEW
611,8301,2,APARTMENT,420000,1,2,89,,,0,1,,,,,,,JUST_RENOVATED
612,2812,1,HOUSE,533900,1,3,207,0,,0,,,,,5453,,,TO_RENOVATE
613,8301,1,VILLA,795000,1,5,305,,,0,1,,,,411,4,,GOOD
614,1330,2,APARTMENT,1150,2,2,70,1,0,0,1,10,,,,2,0,JUST_RENOVATED
615,3140,1,HOUSE,798000,1,5,252,1,,0,,,,,2142,,,
616,8570,1,HOUSE,450000,1,0,205,,0,0,,,,,1082,4,0,
617,8370,2,APARTMENT,169000,1,1,36,0,,0,1,3,,,,,,AS_NEW
618,2260,2,GROUND_FLOOR,950,2,1,92,0,,0,,,,,,4,,AS_NEW
619,9000,1,MIXED_USE_BUILDING,2350000,1,7,520,0,0,0,,,,,295,2,0,TO_BE_DONE_UP
620,1050,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
621,1050,2,FLAT_STUDIO,650,2,0,37,0,,0,,,,,,2,0,AS_NEW
622,1180,2,APARTMENT,1500,2,2,94,1,0,0,1,6,,,,4,0,AS_NEW
623,9000,,APARTMENT_GROUP,,1,,,,,0,,,,,,,,
624,2000,2,GROUND_FLOOR,285000,1,1,75,1,0,0,,,,,,3,,GOOD
625,1780,2,APARTMENT,1200,2,2,81,0,0,0,,,,,,3,,JUST_RENOVATED
626,8930,2,APARTMENT,189000,1,3,190,0,0,0,1,,1,145,,2,0,GOOD
627,2800,2,SERVICE_FLAT,220000,1,1,100,0,,0,,,,,,,,GOOD
628,1081,2,FLAT_STUDIO,149000,1,1,51,0,0,0,1,2,,,,4,,AS_NEW
629,1020,2,GROUND_FLOOR,355000,1,3,116,0,0,1,1,5,1,50,,2,,
630,8370,2,APARTMENT,169000,1,2,,0,1,0,1,,,,,2,,JUST_RENOVATED
631,1000,2,APARTMENT,890000,1,4,290,1,,0,1,60,,,,2,0,GOOD
632,9050,1,HOUSE,399000,1,3,132,,,0,1,30,1,30,110,,,GOOD
633,8300,1,VILLA,2750,2,5,116,1,1,0,1,,,,0,3,,AS_NEW
634,1200,2,DUPLEX,1595,2,2,105,1,0,0,1,4,,,,2,0,AS_NEW
635,5555,1,HOUSE,149000,1,2,,0,,0,,,1,1,660,2,0,
636,1000,2,FLAT_STUDIO,870,2,1,30,1,1,0,,,,,,2,0,GOOD
637,1300,2,DUPLEX,1300,2,2,127,1,0,0,1,5,,,,2,0,AS_NEW
638,9600,1,VILLA,229000,1,3,167,0,0,0,1,20,1,330,653,3,0,TO_RENOVATE
639,2100,2,APARTMENT,214000,1,1,67,0,,0,,,,,,2,,GOOD
640,3000,1,HOUSE,2995,2,5,,0,,0,1,15,,,0,3,0,AS_NEW
641,4000,2,APARTMENT,150000,1,1,88,0,0,0,,,,,,2,0,GOOD
